year,developer,price
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Eugen Systems,39.99
2017,"KOEI TECMO GAMES CO., LTD.",49.99
2001,HeR Interactive,9.99
2017,Mojo Bones,19.99
2017,Krome Studios,5.99
2017,Krome Studios,4.99
2017,Varia Games,9.99
2017,Blue Giraffe,2.99
2017,"Act 3 Games, LLC",9.99
2017,Craig Daversa,4.99
2017,Blue Giraffe,12.99
2017,The Selenite Forge,14.99
2017,AVP,0.99
2017,Indie Games Studio,1.99
2017,FreezeNova,0.99
2017,"Dragonfly GF Co., LTD",119.99
2017,FeelThere,9.99
2002,Fireglow,5.99
2001,Fireglow,5.99
2017,Sparkypants Studios LLC,9.99
2007,Fireglow,5.99
2017,NCR Games,5.99
2017,Brainwash Gang,6.99
2017,Brainwash Gang,3.99
2017,Blue Wizard Digital,1.99
2017,Blue Wizard Digital,0.99
2017,BefuddleBug,4.99
2017,Noble Empire Corp.,9.99
2017,Endless Loop Studios,4.99
2017,Holdbrand Ltd,5.99
2017,Positech Games,17.99
2017,SteelRaven7,14.99
2017,Dovetail Games,24.99
2017,Brave Giant LTD,9.99
2017,Kunos Simulazioni,7.99
2017,Cat Nigiri,4.99
2017,Ubisoft,9.99
2017,Rice Cooker Republic,8.99
2017,Holotech Studios,299.99
2017,Bossman Games,4.99
2017,Happy Robot Games,5.99
2017,Racing Bros,1.99
2017,Vidas Salavejus,2.99
2017,Deck13,2.99
2017,Luxorix Games,9.99
2017,"Team NINJA,KOEI TECMO GAMES CO., LTD.",19.99
2017,"Surf Monster Studio,Kinn Chen,Vicky,Chih-Hsuan Huang",3.99
2017,Jo Erlend Sund,29.99
2017,Ronimo Games,7.99
2017,Tephra Company,8.99
2017,Bohemia Interactive,11.99
2017,Nvizzio Creations,24.99
2017,White Wizard Games,4.99
2017,"MAGES. Inc.,5pb.,Experience Inc.",4.99
2017,"Electrocosmos,Syndrone",3.99
1994,Xatrix Entertainment,9.99
2017,Salvation,14.99
2017,"Scntfc,Broken Rules",6.99
2017,Broken Rules,7.99
2017,Ludomotion,Free
2017,Illwinter Game Design,4.99
2017,Virtual New Haven Railroad,39.99
2017,"Sim-wings,Aerosoft GmbH",29.99
2017,Nomad Games,3.99
2017,Pixelated Milk,24.99
2017,Warm Lamp Games,3.99
2017,"MAGES. Inc.,5pb.,Experience Inc.",4.99
2017,Ubisoft - San Francisco,11.99
2017,"MAGES. Inc.,5pb.,Experience Inc.",39.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,"SmiteWorks USA, LLC",4.99
2017,Ubisoft - San Francisco,2.99
2017,"SmiteWorks USA, LLC",4.99
2017,"SmiteWorks USA, LLC",5.99
2017,Digital Theory Ltd.,19.99
2017,Trion Worlds,29.99
2017,"SmiteWorks USA, LLC",9.99
2017,Liquid Flower,2.99
2017,Infernal Anvil Games,6.99
2017,Deck13,39.99
2017,9 Eyes Game Studio,2.99
2014,Choice of Games,4.99
2017,rokaplay,6.99
2017,DEVGRU-P,9.99
2014,Choice of Games,3.99
2017,Tomatotrap,5.99
2017,Cockroach Inc.,4.99
2017,"Artees,Trizton,Will Goss",4.99
2017,xrrawva,Free
2017,Will Goss,1.99
2017,Nullray Gaming,10.99
2017,Teamomega,0.99
2017,Omar Masroor,24.99
2017,34BigThings srl,7.99
2017,Paleno Games,0.99
2016,Light Bringer Games inc.,Free To Play
2017,"izzYFoxDev,Panda2U",1.99
2017,Life a Little,9.99
2017,Warfare Studios,3.99
2017,Jollyfish Games,4.99
2017,Racing Bros,2.99
2017,Reality Pump Studios,7.99
2017,Reality Pump Studios,6.99
2017,Reality Pump Studios,4.99
2017,Reality Pump Studios,2.99
2017,TopWare Interactive,6.99
2017,Paper Cult,9.99
2017,Apar Games,8.99
2017,IzHard,7.99
2017,"Brokenkites,IzHard",2.99
2017,TopWare Interactive,6.99
2017,Tlakali Game Studio,9.99
2017,8-Bit Studio,4.99
2017,8-Bit Studio,11.99
2017,8-Bit Studio,23.99
2017,rokaplay,6.99
2017,Stardock,4.99
2017,"Michaela Laws,Ethan Nakashima",15.99
2017,rokaplay,6.99
2017,electrolyte,Free
2017,Abbey Games,7.49
2016,Nuostak,2.99
2017,"ARC SYSTEM WORKS Co., Ltd.,TOYBOX Inc.",Free
2017,GAMES FOR HUMANS,0.99
2017,"Acoustica, Inc.",49.99
2017,Rebellion,3.99
2017,Rebellion,9.99
2017,Badim,2.99
2017,Rebellion,0.99
2017,Rebellion,4.99
2017,Rebellion,0.99
2017,Rebellion,3.99
2017,Rebellion,0.99
2017,Rebellion,3.99
2017,Rebellion,0.99
2017,Rebellion,0.99
2017,Rebellion,0.99
2017,Rebellion,0.99
2017,Rebellion,0.99
2017,Rebellion,0.99
2017,Rebellion,0.99
2017,Rebellion,0.99
2017,Rebellion,0.99
2017,Rebellion,0.99
2017,Rebellion,0.99
2017,Rebellion,0.99
2017,CodeBullet,14.99
2017,Plethora-Project LLC,14.99
2017,Rebellion,0.99
2017,Tencent Games,4.99
2017,DimleTeam,8.99
2017,BusTrainz,14.99
2017,CCP,9.99
2017,CCP,19.99
2017,CCP,39.99
2017,CCP,99.99
2017,CCP,4.99
2017,CCP,249.99
2017,CCP,499.99
2017,Mad Head Games,9.99
2017,Green Moss Game,4.99
2017,StevenHarmonGames,Free
2017,SC Jogos,2.97
2017,ebi-hime,2.99
2017,ebi-hime,0.99
2017,FeelThere,9.99
2017,Solid Patterns,Free To Play
2017,"Synapse Games,Chinzilla",Free to Play
2017,Nerdook Productions,4.99
2017,Borokai Studio,4.99
2017,NCH Software,49.99
2017,Absorbed Studios,Free To Play
2017,Ardi Studio,0.99
2017,Warfare Studios,3.99
2017,No Brakes Games,4.99
2017,AVOlight,9.99
2017,David Schneider,4.99
2017,Casioqu,0.99
2017,"KOEI TECMO GAMES CO., LTD.",1.99
2017,"KOEI TECMO GAMES CO., LTD.",6.99
2017,"KOEI TECMO GAMES CO., LTD.",1.99
2017,"KOEI TECMO GAMES CO., LTD.",1.99
2017,"KOEI TECMO GAMES CO., LTD.",1.99
2017,Saber Interactive,19.99
2017,"KOEI TECMO GAMES CO., LTD.",1.99
2017,"KOEI TECMO GAMES CO., LTD.",1.99
2017,MyST,Free
2017,bch waves studio,4.99
2017,Paradox Development Studio,Free
2017,"RCG,MyST",0.99
2017,Brantisky Interactive,8.99
2017,KAMAi MEDIA,3.99
2017,VisualArts/Key,9.99
2017,Michael Klaus Schmidt,4.99
2017,Rain Games,1.99
2006,WEBZEN Inc.,Free to Play
2017,Racing Bros,4.99
2017,"2Chance Projects,IIchan Eroge Team,DjSM",1.99
2017,Leaning Tower Studio,9.99
2017,TouchTilt Games,14.99
2017,Akimbo Creations,9.99
2017,Strategiae,4.99
2017,Strategiae,14.99
2017,Strategiae,9.99
2017,Strategiae,9.99
2017,Strategiae,4.99
2017,Strategiae,4.99
2017,Strategiae,4.99
2017,Strategiae,9.99
2017,Strategiae,4.99
2017,Strategiae,4.99
2017,Strategiae,4.99
2017,Strategiae,4.99
2017,Strategiae,4.99
2017,Strategiae,4.99
2017,Strategiae,4.99
2017,Valve,12.99
2017,Rodrigo Banzato,4.99
2017,"Wix Games,MAD.com",3.99
2017,Coconut Island Studio,11.99
2017,Xelphyre Games,3.99
2017,"Coconut Island Studio,Elecrystal Music",5.99
2017,Aerosoft GmbH,19.99
2017,GlassCats,9.99
2017,Ludomotion,Free
2017,FIVE-BN GAMES,6.99
2017,Mad Head Games,9.99
2017,ErayTek,2.99
2017,Super God,4.99
2017,"Ubisoft Annecy,Ubisoft Montpellier,Ubisoft Kiev",11.99
2017,Nihon Falcom,29.99
2017,GAMES FOR HUMANS,0.99
2017,My Owl Software,6.99
2017,Punch! Software,34.99
2017,Punch! Software,34.99
1996,BioWare,9.99
2017,FeelThere,24.99
2017,N3V Games,7.99
2017,Jake Hollands,2.99
2017,N3V Games,39.99
2017,Zanardi and Liza,0.99
2017,Blaiz Entertainment,2.99
2017,Broken Arms Games Pty Ltd,9.99
2017,Fatshark,6.99
2017,VooFoo Studios,1.99
2017,Avallon Alliance,11.99
2017,"Jake Hollands,Logan Gabriel",2.99
2017,Leaning Tower Studio,1.99
2017,"SOF Studios Ltd,Penka Kouneva, Composer",4.99
2007,Alpha72 Games,2.99
2017,Arcane Raise,3.99
2017,Arcane Raise,3.99
2017,Arcane Raise,3.99
2017,Arcane Raise,3.99
2017,Arcane Raise,2.99
2017,Square Enix,13.99
2017,"Benedict Fritz,Greg Wohlwend,Joel Corelitz,David Laskey,Jenna Blazevich",6.99
2017,Arcane Raise,3.99
2017,Arcane Raise,0.99
2017,Ubisoft - San Francisco,11.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Arcane Raise,3.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Infinity Ward,3.99
2017,"SmiteWorks USA, LLC",49.99
2017,"SmiteWorks USA, LLC",39.99
2017,"SmiteWorks USA, LLC",59.99
2017,"SmiteWorks USA, LLC",19.99
2017,"SmiteWorks USA, LLC",19.99
2017,"SmiteWorks USA, LLC",19.99
2017,"SmiteWorks USA, LLC",44.99
2017,Fastbird Dev Studio,3.99
2017,White Giant RPG Studios,9.99
1998,Acclaim Cheltenham,7.99
2017,"Shanghai JingCai Computer Software Development Co., Ltd",Free To Play
2017,Three Brothers Games,9.99
2017,Tuttifrutti Interactive,9.99
2017,Project ICKX,4.99
2017,Carbomb Software,17.99
2017,virtualRailroads,4.99
2017,Carbomb Software,1.99
2017,virtualRailroads,4.99
2017,virtualRailroads,4.99
2017,Reine Works,10.96
2017,Reine Works,1.99
2017,Reine Works,2.99
2017,Big Way Games,9.99
2017,Big Way Games,3.99
2017,Reine Works,2.99
2017,Reine Works,2.99
2017,ThinkFast Studio,9.99
2017,Chris Bell - Creative Design Studios,18.99
2017,Choice of Games,0.99
2017,"Strength in Numbers Studios, Inc",4.99
2017,@unepic_fran,1.99
2017,Sunlight Games,14.99
2017,ERS G studios,9.99
2017,ColloseusX,0.99
2017,ColloseusX,1.99
2017,ColloseusX,2.99
2017,ColloseusX,1.99
2017,Post Mortem Pixels,4.99
2017,Frontwing,29.99
2017,07th Expansion,7.99
2017,AL-GAME,1.99
2017,Warfare Studios,2.99
2017,Arcane Architect,9.99
2017,CloudWeight Studios,19.99
2017,"Storia,Narrator,SimonCreative",19.99
2017,BAD team,4.99
2017,rupiwood,2.99
2017,BAD team,0.99
2017,RuVe Game Studio,4.99
2017,Berserk Games,7.99
2017,Wioleta Moniuszko,0.99
2017,Adam Thompson,4.99
2017,SOCO Games,1.99
2017,Mango Protocol,2.99
2017,Logic Artists,29.99
2017,Logic Artists,Free
2017,"Jason Chalky,Timothy Janssen,Jesse Mangano,Chris Aguilar,Brad Fairley,Andy Montgomery,Jacob Travis",0.99
2017,Brave Giant LTD,9.99
2017,Logic Artists,9.99
2017,Vladimir Maslov,1.99
2017,Vladimir Maslov,3.99
2017,PolyDigital,5.99
2017,"Blue Tongue Entertainment,Blitworks",19.99
2017,Ronimo Games,5.99
2017,Ronimo Games,3.99
2017,Ronimo Games,5.99
2017,Ronimo Games,4.99
2017,Ronimo Games,2.99
2017,Ronimo Games,4.99
2017,Ronimo Games,4.99
2017,Ubisoft - San Francisco,2.99
2017,Ronimo Games,5.99
2017,Ubisoft - San Francisco,2.99
2017,Ronimo Games,4.99
2017,Ubisoft - San Francisco,2.99
2017,Crema,4.99
2017,Crema,3.99
2017,Crema,19.95
2017,"DracoSoftware, LLC",3.99
2017,Thomas Brush,14.99
2017,Giant Sparrow,19.99
2017,Thomas Brush,4.99
2017,CI Games,19.99
2017,"Dragonfly GF Co., LTD",19.99
2017,Lightbulb Crew,79.99
2017,Lightbulb Crew,24.99
2017,Lightbulb Crew,Free To Play
2017,Sacada,1.99
2017,Joycity,9.99
2017,Lightbulb Crew,9.99
2017,Joycity,9.99
2017,Rimlight Studios,4.99
2017,Joycity,9.99
2017,Joycity,9.99
2017,Joycity,9.99
2017,Joycity,9.99
2017,Joycity,9.99
2017,Joycity,9.99
2017,Joycity,9.99
2017,Joycity,9.99
2017,Joycity,29.99
2017,Joycity,39.99
2017,Joycity,29.99
2017,Joycity,39.99
2017,"Jonas De Carvalho Felinto,Marcelo Eduardo Cabral",3.99
2017,The Cursed Revolver,2.99
2017,Arc System Works,39.99
2017,Milepost Simulations,19.99
2017,Tall Story Studios,5.99
2017,Faux-Operative Games,9.99
2017,Sleepless Clinic,Free
2017,Exozet,Free To Play
2017,"SmiteWorks USA, LLC",4.99
2017,"SmiteWorks USA, LLC",4.99
2017,Andrew Smith,9.99
2017,"SmiteWorks USA, LLC",4.99
2017,"SmiteWorks USA, LLC",4.99
2017,Nikita Kaf,Free
2017,KoheiGallery,4.99
2017,Amaterasu Software,0.99
2017,KFriske Studios,0.99
2017,EasyWays Team,Free
2017,Red Dot Games,0.99
2017,CI Games,49.99
2017,Tonguç Bodur,1.99
2017,Colossal Wreck,8.99
2017,"MAGES. Inc.,5pb.",4.99
2017,"MAGES. Inc.,5pb.",39.99
2017,Mariaglorum,9.99
2017,Furiously Inactive Games,2.99
2017,Clickteam,49.99
2017,Weixi Studio,3.99
2017,Class-X Games,2.99
2017,"Raven Software,Beenox",14.99
2017,"Dumativa Creative Studio,Castro Brothers",3.99
2017,DeXP,0.99
2017,Class-X Games,0.99
2017,"hyperboreanGames,Svarog Studios",Free
2017,NCH Software,39.99
2017,Valkyria Games,6.99
2017,Crepe Studios,4.99
2017,EarthWork Games,6.99
2017,Child-Dream,9.99
2017,DXF Games,2.99
2017,Cornutopia Software,14.99
2017,Ready At Dawn,29.99
2017,"Aerosoft GmbH,Stairport Sceneries",15.99
2017,SimTeam,17.99
2017,"CINEMAX, s.r.o.",Free
2017,Milkstone Studios,1.99
2017,Matrix Trains,4.99
2017,Matrix Trains,4.99
2017,Matrix Trains,4.99
2017,Matrix Trains,4.99
2017,David OReilly,14.99
2017,Microids,12.99
2017,"KADOKAWA,Yoji Ojima",9.99
1988,Interplay Entertainment Corp.,9.99
2017,"KADOKAWA,Yoji Ojima,Sherman3D",9.99
2017,"SmiteWorks USA, LLC",5.99
2017,"SmiteWorks USA, LLC",5.99
2017,"SmiteWorks USA, LLC",5.99
2017,Koreez,3.99
2017,"SmiteWorks USA, LLC",5.99
2017,"SmiteWorks USA, LLC",5.99
2017,"SmiteWorks USA, LLC",5.99
2017,Evil Twin Artworks,29.99
2017,Amaterasu Software,0.99
2017,Bossman Games,19.99
2017,Toposim,34.99
2017,VooFoo Studios,1.99
2017,Dragon Whisper Game,0.99
2017,The Artistocrats,9.99
2017,Elephant Games,9.99
2017,Totem Games,9.99
2017,Robot Entertainment,Free to Play
2017,"Oleg Sergeev,Andrey Rumak,Do My Best",4.99
2017,Blue Sunset Games,4.99
2017,Artery Games,9.99
2017,Hudell Tales,13.99
2017,"SmiteWorks USA, LLC",14.99
2017,"SmiteWorks USA, LLC",19.99
2017,"SmiteWorks USA, LLC",5.99
2017,Ubisoft,6.99
2017,Ubisoft,2.99
2017,Ubisoft,6.99
2017,Ubisoft,4.99
2001,HeR Interactive,6.99
2017,ONEVISION GAMES,20.0
2017,Foolish Mortals Games,4.99
2017,Fancy Fish Games,11.99
2017,"KOEI TECMO GAMES CO., LTD.",19.99
2017,Fancy Fish Games,3.99
2017,"KOEI TECMO GAMES CO., LTD.",12.99
2017,"KOEI TECMO GAMES CO., LTD.",12.99
2017,OperaHouse Corporation,29.99
2017,Robot Entertainment,29.99
1998,Yosemite Entertainment,5.99
2001,Sierra,9.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft Montreal,7.99
2017,Tribute Games Inc.,14.99
2017,Tribute Games Inc.,6.99
2017,Pragmatix Ltd,Free To Play
2017,Axyos Games,4.99
2017,Paper Pirates,4.99
2017,Anawiki Games,7.99
2017,XYZ Visuals,14.99
2017,Pixelatto,19.99
2017,Enigami,29.99
2017,Trion Worlds,39.99
2017,Grizlikyt,0.99
2017,"Capcom,Digital Eclipse",19.99
2017,Enigami,Free
2017,Adam DeLease,2.99
2017,Berserk Games,6.99
2017,EPICBEYOND Studios,8.99
2017,Mystery Egg Games,4.99
2017,Fallen Snow Studios,Free To Play
2016,OC Game Studio,4.99
2017,Warfare Studios,1.99
2017,Gambreng Games,0.99
2017,Nikita Kaf,5.99
2017,marnamai,Free
2017,Obi-Wanya,1.99
1998,Monolith Productions,9.99
2017,MoYi Technology,Free To Play
2017,Ghost Ship Studios,6.99
2017,Spectrum Games,2.99
2017,JMJ Interactive,Free
2017,UroboroStudio,Free
2017,KADOKAWA,7.99
2017,KADOKAWA,4.99
2017,"KADOKAWA,Celianna",17.99
2017,KADOKAWA,6.99
2017,Zeboyd Games,9.99
2017,Murray Atkinson,13.99
2017,"KxONE,Andrew Drumov,starmops",0.99
2017,5th Planet Games,Free To Play
2017,"Team NINJA,KOEI TECMO GAMES CO., LTD.",19.99
2017,N94Games,4.99
2017,Ogre Head Studio,9.99
2017,Big Fun Games,5.99
2017,Specialbit Studio,6.99
2017,Ogre Head Studio,0.99
2017,"KADOKAWA,Yoji Ojima",7.99
2017,"SmiteWorks USA, LLC",2.99
2017,"SmiteWorks USA, LLC",2.99
2017,"SmiteWorks USA, LLC",2.99
2017,"SmiteWorks USA, LLC",2.99
2017,"SmiteWorks USA, LLC",2.99
2017,"SmiteWorks USA, LLC",4.99
2017,"SmiteWorks USA, LLC",4.99
2017,"SmiteWorks USA, LLC",4.99
2017,"SmiteWorks USA, LLC",2.99
2017,"SmiteWorks USA, LLC",2.99
2017,"SmiteWorks USA, LLC",9.99
2017,"SmiteWorks USA, LLC",2.99
2017,"SmiteWorks USA, LLC",2.99
2017,"SmiteWorks USA, LLC",2.99
2017,"SmiteWorks USA, LLC",2.99
2017,"SmiteWorks USA, LLC",2.99
2017,"SmiteWorks USA, LLC",2.99
2017,Outcorp,0.99
2017,Outcorp,0.99
2017,VGstudio,4.99
2017,DoubtfulSoup,1.99
2017,GSC Game World,7.99
2017,VGstudio,2.99
2017,Fishcow Studio,9.99
2017,Nik Nak Studios,9.99
2017,ExViRe,24.99
2017,ByteRockers' Games,1.99
2017,EvilCoGames,Free
2017,Bionic Penguin,9.99
2017,"Red Entertainment,LANTERN ROOMS",34.99
2017,ColloseusX,0.99
2017,André Bertaglia,0.99
2017,HexWar Games,Free
2017,Powerhoof,14.99
2017,"KOEI TECMO GAMES CO., LTD.",1.99
2017,Powerhoof,4.99
2012,Nikita Online,Free To Play
2017,Fishing Planet LLC,19.99
2017,Globall Art,34.99
2017,People Can Fly,39.99
2017,SkyRiver Studios,Free to Play
2017,Milkstone Studios,9.99
2017,Nerdook Productions,1.99
2017,StarSystemStudios™,4.99
2017,HFM Games,3.99
2017,"2Play,Prasius",14.99
1998,Interplay Entertainment Corp.,9.99
2017,Quiet River,0.99
2017,Battlecruiser Games,14.99
2017,Paradox Development Studio,19.99
2017,Paradox Development Studio,7.99
2017,Kraken Bit,4.99
2017,Denis Galanin (mif2000),9.99
2017,Paradox Development Studio,19.99
2017,Paradox Development Studio,10.99
2017,AmberTail,0.99
2017,Eisenbahnwerk,4.99
2017,Iceflake Studios,11.99
2017,Skyhook Games,4.99
2017,Iceflake Studios,3.99
2017,Skyhook Games,4.99
2017,Fosfatina Ediciones,5.99
2017,Yacht Club Games,9.99
2017,Three Frog Studios,6.99
2017,Cloudhead Games ltd.,Free
2017,b-alive gmbh,5.99
2017,Dicesuki,Free To Play
2017,Elephant Games,9.99
2017,Milkstone Studios,1.99
2017,"KADOKAWA,Yoji Ojima",9.99
2016,Ithaqua Labs,Free
2017,Cryptic Sea,4.99
2017,"MAGES. Inc.,5pb",14.99
2017,BWGames,2.99
2017,Xorcerox,0.99
2017,Ara Interactive,4.99
2017,Rusto,9.99
2017,Play Publishing,2.99
2017,Nathan Meunier,4.99
2017,3GoGames,7.99
2017,Artogon,11.99
2015,Lord Kres,3.99
2017,Starwind Games,1.99
2017,Antropi,14.99
2017,Weixi Studio,9.99
2017,PaperSeven LTD,15.99
2017,Trend Redaktions- und Verlagsgesellschaft mbH,19.99
1994,Assemble Entertainment,5.99
2001,Assemble Entertainment,5.99
2017,Studio SiestA,3.99
2017,Studio SiestA,1.99
2017,Mechanical Monocle,9.99
2017,"Capcom Game Studio Vancouver, Inc.",1.99
2017,"Capcom Game Studio Vancouver, Inc.",1.99
2017,"Capcom Game Studio Vancouver, Inc.",1.99
2017,"Capcom Game Studio Vancouver, Inc.",1.99
2017,Kylotonn,29.99
2017,Kylotonn,9.99
2017,Kylotonn,9.99
2017,Kylotonn,9.99
2017,Ubisoft - San Francisco,11.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Arcane Raise,3.99
2017,"Capcom Game Studio Vancouver, Inc.",1.99
2017,Lead Money Games,9.99
2017,Arcane Raise,2.99
2017,Milestone S.r.l.,5.99
2017,"KOEI TECMO GAMES CO., LTD.",4.99
2017,Panoramik Inc,9.99
2017,Arcane Raise,3.99
2017,"Aerosoft,Caipirinha Games",17.99
2017,GameBubble06,9.99
2017,Paradox Development Studio,19.99
2017,Paradox Development Studio,10.0
2017,Paradox Development Studio,10.0
2017,"SmiteWorks USA, LLC",4.99
2017,"SmiteWorks USA, LLC",12.99
2017,"SmiteWorks USA, LLC",2.99
2017,"SmiteWorks USA, LLC",8.99
2017,"SmiteWorks USA, LLC",6.99
2017,"SmiteWorks USA, LLC",4.99
2017,"SmiteWorks USA, LLC",17.99
2017,Paradox Development Studio,30.0
2017,"Smiling Buddha Games, LLC",14.99
2017,Sunshine Games,0.99
2017,Top Evidence Studio,9.99
2015,"GZ Storm,Astrojone",0.99
2017,ChemBlock,0.99
2017,"SmiteWorks USA, LLC",4.99
2017,"SmiteWorks USA, LLC",4.99
2017,"SmiteWorks USA, LLC",3.99
2017,"SmiteWorks USA, LLC",4.99
2017,Robot Entertainment,9.99
2017,"SmiteWorks USA, LLC",3.99
2017,"SmiteWorks USA, LLC",4.99
2017,"SmiteWorks USA, LLC",4.99
2017,"SmiteWorks USA, LLC",4.99
2017,"SmiteWorks USA, LLC",4.99
2017,"SmiteWorks USA, LLC",14.99
2017,Paradox Development Studio,18.99
2017,"SmiteWorks USA, LLC",4.99
2016,Play Publishing,1.99
2017,Play Publishing,1.99
2017,LiMAVR,2.99
2017,Chad Meffert,Free To Play
2017,Anatoliy Loginovskikh,5.99
2017,Skandivania Games,6.99
2017,"Warrior General Games, LLC",4.99
2017,Insane Mind Games,4.99
2017,VisualArts/Key,19.99
2017,"YarGri,EHTechnology",0.99
2017,"SmiteWorks USA, LLC",14.99
2017,VisualArts/Key,12.99
2016,Horizon Studio,Free To Play
2017,OrionSoft,3.99
2017,Horizon Studio,2.99
2017,Swizzle llc,9.99
2017,Sunight Games,0.99
2017,Kisareth Studios,4.99
2017,Team Fractal Alligator,6.99
2017,HexWar Games,4.99
2017,Sword Twin Studios Ltd.,14.99
2017,Brave Rabbit Games,Free
2017,Glowing Quartz Indie,7.99
2017,Team Fractal Alligator,4.99
2017,Gobbo Games,2.99
2017,Playrock Studios,1.99
2017,Vue Simulations,6.99
2017,Blam! Games,9.99
2017,Goatee Games,7.99
2017,Muse Games,14.99
2017,Gamepopper,9.99
2017,Infinity Ward,3.99
2017,Zoltok's,0.99
2017,Sunburned Games,19.99
2017,The Rock Studio,3.99
2017,PacoProject,9.99
2017,Outer Rim Studios LLC,4.99
2017,Stegalosaurus Game Development,0.99
2017,Musopia,4.99
2017,Baba Yaga Games,2.99
2017,Baba Yaga Games,2.99
2017,Choice of Games,5.99
2017,Virtual Racing Industries Ltd.,9.99
2017,Virtual Racing Industries Ltd.,9.99
2017,Muzintou,19.99
2017,Alex Hall,0.99
2017,Phung Games,4.99
2017,Phung Games,0.99
2017,"Jeremy Sebastiano,Matt Maurer",1.99
2017,Rejected Games,6.99
2017,Trainwreck Games,4.99
2017,uegamestudio,3.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,11.99
2017,Ubisoft - San Francisco,11.99
2017,Ubisoft - San Francisco,11.99
2017,Ubisoft - San Francisco,11.99
2017,Ubisoft - San Francisco,7.99
2017,Ubisoft - San Francisco,7.99
2017,Ubisoft - San Francisco,7.99
2017,Ubisoft - San Francisco,7.99
2017,Spaceboy Games,1.99
2017,Videocult,19.99
2017,Nick Shesterin,9.99
2017,Bethesda Game Studios,Free to Play
1989,"ORIGIN Systems, Inc.",5.99
2017,Ludomotion,Free
2017,Stardock,9.99
2017,Muse Games,7.99
2017,Media Art,9.99
2017,Muse Games,7.99
2017,Paleno Games,0.99
2017,WindThunder Studio,1.99
2017,DOG HOGGLER,4.99
2017,Slothzilla Games,3.99
2017,Trion Worlds,4.99
2017,"SmiteWorks USA, LLC",3.99
2017,Orangepixel,4.99
2017,"SmiteWorks USA, LLC",3.99
2017,"SmiteWorks USA, LLC",3.99
2017,Wolfray Entertainment,4.99
2017,"SmiteWorks USA, LLC",3.99
2017,"SmiteWorks USA, LLC",4.99
2017,BEta - indie,2.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,11.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,"MAGES. Inc.,5pb.,Experience Inc.",4.99
2017,"SkywardRiver,Zetasis,BeNjO,Nikakosa,Rex",Free To Play
2017,Aquiris Game Studio,2.99
2017,Aquiris Game Studio,6.99
2017,Aquiris Game Studio,6.99
2017,Aquiris Game Studio,4.99
2017,Aquiris Game Studio,4.99
2017,Oreol,6.99
2017,Overhype Studios,29.99
2017,Games Farm,29.99
2017,Inaccurate Interactive,Free
2017,"Overhype Studios,Breakdown Epiphanies",4.99
2017,Red Skald,6.99
1995,Interplay,9.99
2017,Rolling Crown,19.99
2017,Berserk Games,7.99
2017,Vlad Cristian,9.99
2017,"FromSoftware, Inc.",14.99
2017,Frozenbyte,19.99
2017,BottleCube inc.,9.99
2017,Videocult,9.99
2017,Systemic Games,4.99
2017,Hangar 13,14.99
2017,Digdog Studio,6.99
2017,V7 Entertainment Inc.,11.99
2017,"KOEI TECMO GAMES CO., LTD.",1.99
2017,"KOEI TECMO GAMES CO., LTD.",1.99
2017,"KOEI TECMO GAMES CO., LTD.",4.99
2017,"Castle Pixel, LLC.",Free
2017,Sumo Digital,19.99
2017,Nikolai Usachev,0.99
2017,Jutsu Games,Free To Play
2017,Aldorlea Games,9.99
2017,M. Hanka,1.99
2017,Electric Root,0.99
2017,Out of the Park Developments,19.99
2017,Ivan Pestrikov,4.99
2017,Big Blaze Games,14.99
2017,Big Blaze Games,29.99
2017,Goblinz Studio,1.99
2017,@unepic_fran,1.99
2017,BC,2.99
2017,EcoGames,2.99
2017,N3V Games,17.99
2017,N3V Games,12.99
2017,TML-Studios,14.99
2017,Alexander Goodwin,9.99
2017,Robot Riot UG (haftungsbeschränkt),Free To Play
2017,Tatyana Murzina,0.99
2017,"Every Single Soldier,Retro Epic",29.99
2017,Polygon Art,1.99
2017,Eipix Entertainment,9.99
2017,"KOEI TECMO GAMES CO., LTD.",Free to Play
